20200101   00000001  8.95640  9.41662 95.37019   1.0   0.0   0.0  0.0        1 
20200101   00000001  9.84868  9.72559 60.91848   1.0   0.0   0.0  0.0        2 
20200101   00000001  2.04910  8.27645 70.49773   1.0   0.0   0.0  0.0        3 
20200101   00000001  8.89132  7.90306 52.88220   1.0   0.0   0.0  0.0        4 
20200101   00000001  6.63126  3.93260 88.23411   1.0   0.0   0.0  0.0        5 
20200101   00000001  4.38809  3.48563 80.61003   1.0   0.0   0.0  0.0        6 
20200101   00000001  6.83092  3.60225 27.28962   1.0   0.0   0.0  0.0        7 
20200101   00000001  2.96962  5.43632 72.63621   1.0   0.0   0.0  0.0        8 
20200101   00000001  7.08565  8.71523 43.71639   1.0   0.0   0.0  0.0        9 
20200101   00000001  4.83532  4.48105 99.25379   1.0   0.0   0.0  0.0       10 
20200101   00000001  2.03883  3.22677 83.74801   1.0   0.0   0.0  0.0       11 
20200101   00000001  8.17463  8.39912 76.83963   1.0   0.0   0.0  0.0       12 
20200101   00000001  7.52742  4.19063 53.84106   1.0   0.0   0.0  0.0       13 
20200101   00000001  9.79445  5.42706 63.44055   1.0   0.0   0.0  0.0       14 
20200101   00000001  9.88361  9.79116 31.42339   1.0   0.0   0.0  0.0       15 
20200101   00000001  3.61072  9.06975 49.85882   1.0   0.0   0.0  0.0       16 
20200101   00000001  4.07283  6.00629 31.67202   1.0   0.0   0.0  0.0       17 
20200101   00000001  5.21831  2.28323 83.83701   1.0   0.0   0.0  0.0       18 
20200101   00000001  4.58564  8.78206 75.64633   1.0   0.0   0.0  0.0       19 
20200101   00000001  9.60831  2.00535 17.25332   1.0   0.0   0.0  0.0       20 
20200101   00000001  6.49253  6.41607 45.06363   1.0   0.0   0.0  0.0       21 
20200101   00000001  3.24632  7.02140  6.70245   1.0   0.0   0.0  0.0       22 
20200101   00000001  6.98105  4.36335 14.62810   1.0   0.0   0.0  0.0       23 
20200101   00000001  9.82737  8.54198 29.99382   1.0   0.0   0.0  0.0       24 
20200101   00000001  9.29161  2.48165 14.09626   1.0   0.0   0.0  0.0       25 
20200101   00000001  2.78256  6.44884 71.39332   1.0   0.0   0.0  0.0       26 
20200101   00000001  6.54260  4.07078 78.69164   1.0   0.0   0.0  0.0       27 
20200101   00000001  5.02408  4.41664 20.77707   1.0   0.0   0.0  0.0       28 
20200101   00000001  3.08945  6.45752 12.94588   1.0   0.0   0.0  0.0       29 
20200101   00000001  8.33347  7.83711 22.18378   1.0   0.0   0.0  0.0       30 
20200101   00000001  3.95147  2.41886 82.48827   1.0   0.0   0.0  0.0       31 
20200101   00000001  9.15858  2.57463 22.96466   1.0   0.0   0.0  0.0       32 
20200101   00000001  6.37611  8.64203 64.46195   1.0   0.0   0.0  0.0       33 
20200101   00000001  3.46706  9.83423 13.44739   1.0   0.0   0.0  0.0       34 
20200101   00000001  8.19435  4.63635 11.83817   1.0   0.0   0.0  0.0       35 
20200101   00000001  5.60793  9.99164 53.71513   1.0   0.0   0.0  0.0       36 
20200101   00000001  2.07243  6.22137 36.67102   1.0   0.0   0.0  0.0       37 
20200101   00000001  7.61457  6.22290 13.61498   1.0   0.0   0.0  0.0       38 
20200101   00000001  7.27190  7.13853 81.19836   1.0   0.0   0.0  0.0       39 
20200101   00000001  9.70356  9.43897 50.44587   1.0   0.0   0.0  0.0       40 
20200101   00000001  9.09846  3.75034 25.55966   1.0   0.0   0.0  0.0       41 
20200101   00000001  5.40373  8.53320 13.12496   1.0   0.0   0.0  0.0       42 
20200101   00000001  4.32252  4.97142 65.38815   1.0   0.0   0.0  0.0       43 
20200101   00000001  4.09656  7.65906  4.70133   1.0   0.0   0.0  0.0       44 
20200101   00000001  2.59882  3.08453 18.44303   1.0   0.0   0.0  0.0       45 
20200101   00000001  4.87222  3.54497  4.25937   1.0   0.0   0.0  0.0       46 
20200101   00000001  2.55054  2.14073 54.89828   1.0   0.0   0.0  0.0       47 
20200101   00000001  6.99470  2.88094 37.03573   1.0   0.0   0.0  0.0       48 
20200101   00000001  6.23095  9.26199 72.96184   1.0   0.0   0.0  0.0       49 
20200101   00000001  7.96275  3.71574 44.47961   1.0   0.0   0.0  0.0       50 
